mtime,AB,AD,AG,AM,BJ,BR,CF,CK,CM,CV,CX,DE,EP,F,FI,FP,FR,GK,GR,HQ,HT,HV,IY,J,JQ,JS,KP,LT,LV,LY,MT,OT,QX,RY,SU
2021-11-01T07:35,7652319,6881565,8142262,5999332,5723031,8090956,7800865,7740669,7431635,8308103,6943202,6813306,7956977,5978402,8372814,7123221,7723005,8302343,8230536,9904550,5624643,7353077,9257691,5875283,7681121,7717060,6533394,6752721,7756175,8480408,8379843,7352624,7858163,7775535,7126608
2021-11-01T07:40,9615667,7414854,6871388,6922087,6770488,8002352,7759951,7119374,6230098,8528693,8870278,6666115,8167102,6945593,7606576,8395650,6977762,8881371,7140794,6972900,6217130,8289282,8109439,9448392,6819509,7143910,7027499,7368876,6971194,7692037,7336200,7725328,6948870,6302246,7050352
2021-11-01T07:45,6459809,6256314,7309292,7978364,8503969,7363697,6653162,7902014,8329145,7410656,8364663,6504515,7605761,8716045,7570515,6904528,6127370,7255592,7814717,7301580,7447774,7403482,6270060,8088165,7167018,5749368,6976943,7753164,8167183,6944748,7471231,6309760,8987260,5521678,7244108
2021-11-01T07:50,6184047,8568756,6552447,7762360,6089643,5965651,7837718,6175017,5844535,7831507,7167824,8897903,7873849,7105157,7318654,6189492,6885886,6929789,7328400,9348667,8735593,7245544,9082524,7802514,8047554,9533152,6258145,5203123,7759954,7064807,5735505,5583636,6932827,6195259,6392109
2021-11-01T07:55,7409630,6343340,8039505,5892164,9682648,8050601,8057126,7624225,7614226,7573807,6447535,5628662,8593484,9716096,7719273,7226723,5990124,8790816,7087899,6973447,7174421,7443142,7199180,9572694,9700361,5683959,5719775,6985512,7841933,7386100,9363338,4741043,8062888,8472049,7885038
2021-11-01T08:00,6156178,7072925,7533706,5939814,7103301,7925193,7065578,7437842,8053588,8766511,8210437,8701505,8544911,5127741,5817455,7657352,5943729,4743689,9260455,6396181,5780920,8965397,7542636,8873632,7323877,5799507,8087926,6060488,6844033,8374116,7035872,8065223,6209789,6808639,5863905
2021-11-01T08:05,6711516,6783847,8366956,7974091,6995303,7212334,6870662,8213772,7745003,5969851,7725933,5575235,8322005,7215060,8022203,7958317,6477999,8957604,7459575,5966968,8150396,7548394,6121113,6991082,6500208,8962816,7576309,6527864,6242606,6396977,6471199,9871603,7600513,6367635,5823646
2021-11-01T08:10,7642765,6034882,8299963,8590298,8413627,8916549,9054637,7525646,6752275,7237544,8988710,7229370,7087912,7596946,7789048,8645438,7875106,6789123,6554952,6119294,8931576,6941598,7283858,5499899,9336563,8523211,6329312,7581820,7841992,7097690,5625261,7175224,5666380,6246814,9839582
2021-11-01T08:15,7953094,6427082,9820890,8810820,8530697,6913737,7335111,5768043,7500093,7881319,5439661,8016911,6783926,8274860,7246906,6144164,7066246,8614472,9804703,7867081,8383480,5726144,7387021,6910711,7635991,8917233,7774220,5869231,8048213,7466801,7712900,7086652,6050544,7172281,6214203
2021-11-01T08:20,8636773,8114423,8464211,5686522,8821557,5999052,7905732,8437459,8298981,7860288,8118475,7599830,8265604,6501946,6975054,8292579,5924723,8533859,7164421,7821689,6803812,7247499,7455231,6429675,7181551,6512088,7856585,7277269,6557906,7043664,7046361,7916767,7947889,6789425,6856290
2021-11-01T08:25,6460810,7471848,6114030,8941162,7710977,7210916,7308948,8445866,9510932,4764923,9758549,7151319,8266083,7180996,6089207,7947787,5571544,8489092,7509783,8570201,7314324,8434565,7912914,9662389,7769587,7153770,6717168,6960036,7814982,7615740,7635322,5972877,7368131,8202614,6902683
2021-11-01T08:30,5823608,7761726,6545500,6544046,6503230,6883439,8698556,8572999,7792167,6813009,7244284,7537504,6612169,7311059,9136720,8201524,6877707,8667705,7906531,5528501,7410671,6058054,7366310,7757799,7411266,7952981,6940358,7124795,6853059,6796518,5695854,6587598,8839430,7753440,6484287
2021-11-01T08:35,7251454,6779598,8132490,6325525,7252900,7925733,9116679,7629177,9057278,7815955,4822597,8689778,6186606,6610122,9691683,6853472,5985801,7200871,8844293,9296128,7765140,6737686,6864003,6729954,4681476,7690447,7648280,6685070,6940648,8393232,6041147,6673840,7184013,8231679,6605056
2021-11-01T08:40,6617201,8649990,8356916,8472526,7684658,8987836,8182219,6267049,7155384,6952143,8477688,5532330,7136453,8629625,6835866,6333772,7886127,7097912,7622160,7306520,6426740,6771211,7062747,6328889,8467311,9548844,9535781,8952844,7028942,6193758,6723027,7372778,6314857,7310229,6709557
2021-11-01T08:45,6861076,6933481,6861999,7677520,8927474,7148206,6684198,7609816,8519155,8238020,8689549,7319476,6594364,8834577,6486856,8529481,8417425,7643618,6712723,6688375,7478403,7025021,7291694,6485829,7032478,8847668,6043145,7213163,7089608,6435979,7687142,6721324,8698597,7522945,6440225
2021-11-01T08:50,8341491,6622829,7674611,7656984,6265668,7639749,9004829,8056574,7338467,7431339,7338160,6425484,7970000,6919835,5221822,7137824,5692813,6594205,7193255,6877843,7998988,8409407,6208254,7763492,5808869,7067050,7252851,6811440,8005108,6928778,7136099,7178212,6537386,7280980,5414071
2021-11-01T08:55,8208240,5494856,7479466,9132653,7489898,7095484,6131313,7167441,7268076,8044624,8876078,8051415,4618881,8512776,7896737,7155334,7506351,7069956,8413304,7310874,6655041,5880060,8859688,6712919,8863213,6585640,7158111,6162559,8769232,8595326,6626953,7540855,7174566,6913253,5411486
2021-11-01T09:00,8619676,8671776,7416770,9462965,8018483,6305051,4954247,5549677,7396984,7760947,7653573,7179996,7156519,7416586,6653637,7660393,7969169,8517941,6778031,6627228,7572131,9010402,7864972,6503598,6233367,7680683,7182937,7316889,6235630,6694257,5832902,6165594,5906416,9011647,7022098
2021-11-01T09:05,7084302,7235756,6675502,6845326,5599695,6108814,6234491,6971619,5687959,8161168,7628933,7096336,8490767,5731133,6575017,6080673,6543212,5509930,6472834,5962147,7407003,6671399,6143203,5888236,6329318,9556205,8296454,8175742,5413816,6874154,6773746,7986753,6221929,6635398,8657897
2021-11-01T09:10,5833597,6623500,7366178,7089582,6953631,6922483,5551856,7521389,6909459,7417543,8066599,7132118,7810764,7448269,5607158,7558198,7969205,5910837,7700589,6900685,6263580,5420293,8134717,5409974,6854790,9036881,5267330,8750413,5996233,8644401,6662119,7833827,5979186,7447327,6686616
2021-11-01T09:15,8066609,7580896,8077452,6778027,7461830,6908120,6468790,6377969,8401001,6515113,7257758,7496147,8238715,7392359,6050716,9240187,8310042,8964251,8175469,7268670,6772346,5975453,8165617,8754970,7043273,6032124,7630131,7599567,5285280,5804071,6426975,7653330,7638926,6966188,5354326
2021-11-01T09:20,6882821,7490126,6717923,8028367,7322195,5957462,7278639,6627637,8919849,8257478,7557104,6203526,8300231,5562475,6155281,7024333,9104254,6147704,8734356,7905716,7339917,8131772,7472372,6251946,7184269,8543163,6052742,8085779,7149913,5860943,6945473,6023176,9134948,6986202,9131270
2021-11-01T09:25,7889966,6477459,6864318,8530497,10040855,6268001,8039461,7776104,6156237,5788588,8613408,6033343,7511120,6560734,8070958,6791954,6762112,6455643,8232618,7191689,8858852,8796574,7661927,7806937,7935306,7407972,7478995,8455372,7245672,7792459,7364898,7791775,6790236,9906160,7929059
2021-11-01T09:30,8325589,7872851,8221020,7839450,7375174,7438150,7350804,7731814,6430862,6596447,7947294,7837308,5926018,7584920,6456401,7114597,6636640,8238095,7678091,7659690,6823630,7868534,8117307,7617699,8022013,7816639,6273371,7674229,6721802,6000177,6745748,8481761,7697543,7260500,6619471
2021-11-01T09:35,7481913,8325896,6168674,6559164,7390163,7696337,8245519,6161730,9227788,7958052,6416799,8053057,8504383,6027401,8745912,7435099,6800309,8495875,7299092,8414602,7640749,7435981,8082543,6256359,8141840,6403787,7862107,9271724,6130895,7557751,6415611,7414640,6549865,7916180,5662543
2021-11-01T09:40,6019442,9052795,8483187,7928378,6308733,8879073,7114548,6294157,7415879,8777295,7603745,7685809,8574914,6605386,7465685,8045826,7760492,8197953,8541145,8058222,8162254,7401399,5946692,8089558,6904413,7027907,5931798,5894101,7643694,7467245,6401276,7359067,7430663,7540603,7509603
2021-11-01T09:45,7507892,7765624,6212703,7482608,6306987,7810960,7388745,8621132,7798780,7668553,6642114,6810370,7496264,6430525,7915080,8034299,6501511,7185051,8847887,6567488,8878902,9352657,6803488,6650285,8328914,5828486,8176856,7848757,5643435,7239754,6357138,8031009,7081082,8000855,6619005
2021-11-01T09:50,7298320,8681757,7002860,7073149,7821609,7740415,8265249,6633628,7660891,8544313,7842204,6865498,6782133,6395199,7807689,6196427,8071814,7029314,7667965,6628834,8133053,8873828,7629429,7856717,8608178,9132231,7536921,6589205,9304394,5775083,8644375,7132728,7631080,7544606,9247732
2021-11-01T09:55,7650441,7537106,7477387,7029253,7548228,6209255,8449944,7555646,7253547,7971540,6628386,7646351,8110721,7378160,8986463,8897682,7601504,8765151,5970434,7812931,7782502,8443413,7470144,9126123,8352227,6832796,7547656,7221684,6945858,8806316,5893836,5838215,6301167,5774851,7600858
2021-11-01T10:00,4667483,6789284,8065894,8455557,7113657,8562712,6850295,6680195,8972191,6183948,7227453,7793057,7099657,6231577,7641630,6496125,8692362,6763668,6297961,6999793,6927332,6402897,7168710,6832529,7035389,8762019,6085160,4422780,5907413,7142743,6394291,8418827,7113968,7275077,6837560
2021-11-01T10:05,6860598,5410658,7753051,7150829,7408764,7440677,7640448,5369099,8462194,6352696,7677079,8194552,7928221,4555393,8187503,6323812,9331048,6278216,7837132,6122156,8066445,7890311,8784378,7697592,7324167,9561916,7177251,5722091,7733550,7173424,5762613,6822554,7782293,6036110,6175279
2021-11-01T10:10,6436697,8790295,5969110,7375691,8048616,8381963,6329926,7363306,5294249,7498391,7445855,6996511,6923128,9656734,7661539,6146112,8031994,7163247,7199262,8730775,7124535,7351850,7339705,8061104,7226506,7307916,6890460,6905006,7945757,8326232,8672078,6270833,7028668,7442393,6316434
2021-11-01T10:15,5873333,7492603,6550456,5786766,7931000,7207120,5791753,6393440,8524430,8114367,7014128,7249399,9378141,7773901,7285971,7803972,9405628,6846257,7887402,10380248,6935898,8941274,9209939,6415732,6232274,9802366,6738220,7846552,7101042,7013787,7147523,7540020,7188104,7265265,7434911
2021-11-01T10:20,9091105,7007800,4919427,6070671,7591083,7725624,6207774,7980574,6399033,6194117,8897640,7504898,6559752,7199724,8667442,7677101,7379296,7053437,6953251,6685480,6705636,7215172,7054178,6424371,7849786,5381849,6394292,7154357,7089045,6438764,7619961,8146256,7519532,7190661,8141942
2021-11-01T10:25,7963435,6705325,7666447,5789288,7075836,6924124,5197164,7185559,7593664,8432488,7325771,8811051,7792752,6798336,7928426,5910541,7252051,8443365,8608332,6071758,6042165,8195115,5573247,8313380,5749709,7720423,6915667,6283322,9393047,6986270,6249119,6703061,7706216,7594101,7009502
2021-11-01T10:30,7210530,6166338,9237497,9327775,7801331,7799595,5674359,6417369,8636135,7998476,6667742,6925381,5992481,8747338,6878842,7250263,7090037,6229444,7453945,6506630,7621308,7693376,8641220,7685541,7864368,7998914,8594040,6780907,8154250,7997370,8037593,6740686,6701987,8364699,6255925
2021-11-01T10:35,7344245,7607441,6971414,7064657,7877810,7188183,7309191,7276629,8735890,6096641,7466111,6893722,9461683,8147767,8269622,7540494,6925365,7829480,7308623,5769557,7365286,7599749,8364665,7910307,7805655,7481882,6757725,8575675,8212717,7758324,8282628,6797589,8515965,7120158,7525915
2021-11-01T10:40,8897756,8947728,5450920,8516460,7391163,8501293,6532471,7667281,8804818,9157936,6942975,9242464,7413194,7282706,7200867,7370712,7384337,7286585,7694857,7746314,7808052,5854070,9353663,7937078,6181198,7760224,6242917,7983036,7444139,5808002,6444665,9236023,5838496,7023264,7145732
2021-11-01T10:45,6921532,6016541,7417043,7694648,8249933,8243159,7097365,8937459,7727858,8640982,5415619,8991068,5963470,6145298,6750491,7122424,6097350,7552827,8891051,5678101,7245825,7561572,8503249,8037016,7160579,6391209,6958512,7865401,6073141,7383237,9630327,7448292,8625818,7761513,10058124
2021-11-01T10:50,9567030,8004249,8419273,8782119,6307765,7392803,6756618,7085349,7085746,7924250,6724861,7554561,8682231,7478011,7086875,7386647,7252401,9599858,6388263,7836761,6130327,8105280,7257004,7076938,8514118,6671783,8484714,8285725,9353969,7233958,8383840,8476426,9775407,7316016,5696359
2021-11-01T10:55,6377587,7770733,7618042,7135081,8196260,6612965,9605515,7036099,6685822,7056558,9538799,8193169,8434388,5896902,7133771,7808199,6968542,7167932,6150806,7662647,5996321,7004243,7569340,7067910,6605098,8650906,7301696,8859181,7516614,7294344,5291931,6765818,7341471,11500721,5420802
2021-11-01T11:00,7167907,4871950,6960810,8350057,8845869,7319813,6509460,7957141,7824012,6893500,5428990,8513050,7265125,7729493,9606476,7923958,6384373,6008407,7261598,9023280,7322587,7611093,9345611,6936855,6135598,6857341,9592661,6422902,6413447,7411490,6989396,8283829,5994001,8550079,8214434
2021-11-01T11:05,6445065,10747255,7899634,6364037,8576326,8462791,6587391,5519718,7950751,6898821,6660804,6654277,7806664,8423122,8384140,7718490,9329597,8361127,8734158,6765123,7371069,9198875,8988078,7720975,7660949,8929793,9123958,8053652,7453573,5898701,6953507,4965324,7529907,6916579,8588520
2021-11-01T11:10,7924513,7014880,5495578,8022944,8453362,6395221,7784852,8646436,7137714,7827781,5498614,6061345,6606569,7761557,6776585,7764486,6057809,8467122,7081423,8132219,7142039,7983887,6326313,6921223,6718836,6464599,7890628,9001325,7628873,5957889,5658194,7741980,5950181,5562399,6505881
2021-11-01T11:15,6957291,10518891,6934094,7077102,7569359,8246131,7272770,8114364,6165994,8573094,9149849,7348988,9175647,9090078,7096595,5734795,7137714,7273609,7947864,5957510,6503822,7423487,7679694,8743240,8102472,8700890,8466939,6200059,6525305,7360866,6831059,6062528,5803694,6778639,5965844
2021-11-01T11:20,6776489,6242805,7639499,7600346,6782943,7220105,7753360,6850975,7064940,7233832,9375328,7303728,7978881,6185038,6750957,7106455,5231347,8680856,7923123,9815200,7611524,5291889,8862429,7307886,5234139,7849822,7051753,6769479,8822520,6086959,5410191,7063235,6680877,8274220,7932033
2021-11-01T11:25,7455363,7548913,7820959,7444268,7064912,6762457,10097227,7815237,6512032,6597626,6666585,7368693,6294235,7457474,8366384,6817556,6422901,7724019,8483052,8117924,8552431,6313589,8429234,7324488,7986290,7834511,5928238,9477723,9879308,7669485,7835506,7592364,8169165,6919421,8250289
2021-11-01T11:30,7057708,7909872,7125991,9208347,7838784,8592808,6316059,6887113,6820394,7263856,7116716,8258729,6642781,6492943,9413476,8202669,8466772,6282257,10953194,6750345,7822299,7750773,9363421,6923987,7462083,7273933,7042908,6147670,7715628,4710941,6116317,7662120,7261342,8253547,6613366
2021-11-01T11:35,7633985,7362258,8084372,6619538,6017544,6373085,6290265,6880974,8898231,6691821,5500913,6721133,9148978,6653881,7586634,6884504,6466573,8672788,6494138,6534512,6039259,7187751,5591088,7401065,7604981,6984684,7558441,7883286,6829891,7886287,5930744,8416734,9309046,6850900,5586633
2021-11-01T11:40,6103143,7532132,8227111,4716957,6049728,7398617,7510205,8808969,6187836,6566039,7519749,5985146,8714618,8120226,8514115,8261534,6256028,6201103,8099662,7209327,8781512,5782838,9077060,8633744,6942033,9307351,6843684,7338948,8630132,8340977,8457153,9249934,6508428,8643119,7305740
2021-11-01T11:45,7010417,7594955,5647080,8916627,7104181,6583369,7704021,6101906,7232470,6577761,6921458,7574170,9000603,7046766,8573586,6986267,8337774,8505179,6013806,7867953,7116202,8535379,5442510,7678622,7759057,7949586,7971391,7144213,6545347,5244698,8024876,8608257,7716418,9268948,8975650
2021-11-01T11:50,9462011,5330309,8383522,7814120,7447748,8485650,7137080,7601059,7303588,7647750,8358122,7250090,7649971,8360402,7126211,9096074,9233620,6827011,9122060,7570456,8683315,9114401,8534725,6287124,7227544,8745434,7062026,7737512,5698152,9151181,6757328,5644303,5118658,6257536,6522781
2021-11-01T11:55,7222529,6584829,7503608,7606090,4984880,8217441,6895242,7172863,8530413,7688788,8458200,6859122,7847556,6604938,9214330,8484951,7291036,7899299,8333400,6905221,7077300,6788566,6447135,6224982,7566035,8386273,8133039,7737104,7888220,6407660,6989743,5757769,7144155,7899949,6511653
2021-11-01T12:00,8600179,7022566,7445643,6378983,9158616,7890464,8149109,7851377,9829215,8546327,8102691,7363266,8103830,8437532,6969008,9615375,5816221,6756776,6350599,4188963,7182093,7825990,7731874,6486100,7657753,7634225,4830713,6578479,8573468,6440050,8452401,8091469,7691085,6057934,6800879
2021-11-01T12:05,5993049,8749736,8126800,8103772,6159020,7974378,6652501,8600648,8888844,8298428,7124845,6660188,8186469,9103819,7630602,7911368,7413387,6440683,6955753,6946995,7990103,7117888,7466611,7075233,6366790,5460097,8176348,6364198,8231869,8045114,7979135,7432838,6015740,8645751,8521458
2021-11-01T12:10,7728042,7193537,7946857,7108798,6182243,6606239,9028118,7319719,8725897,8133653,7226111,8116236,8344676,6400674,7969780,7733233,7786034,5700190,7616574,6763967,8770690,6272219,7500859,7162830,7973093,6802613,7195780,8585910,7045168,7205819,8047213,7304263,6340137,8192622,6154011
2021-11-01T12:15,8055216,8506049,7433743,9084516,6304667,8313721,9088088,7816817,6618469,7844942,6879052,8619961,5987647,7172379,7872391,8917563,7084254,7649825,9280961,6086015,8772164,7848437,7569012,7025976,6744841,7950460,7542424,7894809,7551629,8014698,7956220,7551798,6542934,7988318,9023764
2021-11-01T12:20,6596929,8992972,7783844,8277624,7786777,7641174,5463116,7379794,7436558,6833061,5064535,7291340,5803294,7360878,5044088,7864646,6630057,6120443,6790776,5460301,6455661,7282380,4954182,7298912,6407845,6617637,7157594,7736020,6168237,8310784,6888317,7722024,7621913,6888642,7528208
2021-11-01T12:25,6940686,6020472,5880579,8389360,6367709,6925919,6920168,6376726,7193555,9272263,6497130,7304397,6380418,7439402,6559458,8089049,8233175,6699622,8148860,8789876,8485187,9214029,8752859,7247379,5583410,7302012,9332737,7976748,5852978,6290223,5901099,4689183,8011757,7912800,7499985
2021-11-01T12:30,7572051,5346265,6336900,7015664,4956486,7334200,8285451,6668711,8620736,6509076,8811078,7171191,7233225,5202668,9165253,8286904,8081528,6024588,7091390,6943479,8446874,5849150,10855101,7925276,7999681,6631710,8285949,8969911,7652310,7016808,7445896,6993598,6162217,4883619,8553397
